repo_id,repo_full_name,file,file_sha1,match
217779325,pwnagelabs/VEF,scripts/weblogic-cve-2019-2725.py,39a7b40c8ec1d49ca12a7d1319c18fe82b3fa75d,CVE-2019-2725
217779325,pwnagelabs/VEF,scripts/weblogic-wls.py,81b10f0fedab61347bf013d7d64e7da32e9d6151,CVE-2017-10271
217779325,pwnagelabs/VEF,scripts/weblogic-upload.py,9523ab9269b335a64c53d10c8f70ab1c794d15ed,CVE-2018-2894
217779325,pwnagelabs/VEF,scripts/weblogic-cve-2019-2729.py,979ed9d271ae1495297bfcc025ffb6f82e9bf378,CVE-2019-2729
217779325,pwnagelabs/VEF,README.md,c9a12c5578445ef30b66bb62cda1f4681565e307,CVE-2014-4210
217779325,pwnagelabs/VEF,README.md,c9a12c5578445ef30b66bb62cda1f4681565e307,CVE-2017-10271
217779325,pwnagelabs/VEF,README.md,c9a12c5578445ef30b66bb62cda1f4681565e307,CVE-2017-3506
217779325,pwnagelabs/VEF,README.md,c9a12c5578445ef30b66bb62cda1f4681565e307,CVE-2018-2894
217779325,pwnagelabs/VEF,README.md,c9a12c5578445ef30b66bb62cda1f4681565e307,CVE-2019-2725
217779325,pwnagelabs/VEF,README.md,c9a12c5578445ef30b66bb62cda1f4681565e307,CVE-2019-2729
217779325,pwnagelabs/VEF,scripts/weblogic-cve-2017-3506.py,dafd93a0bfb276b2893c533207431f975f9ca8d7,CVE-2017-3506
217779325,pwnagelabs/VEF,scripts/weblogic-ssrf.py,fbdfd0250fbc1092dac9d050ce238333ddec0866,CVE-2014-4210
