match,match_weight,repo_full_name,repo_html_url,repo_id
BID-8798,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
BID-8798,0.012195121951219513,Sma-Das/TryHackMe,https://github.com/Sma-Das/TryHackMe,382572363
