match,match_weight,repo_url,repo_full_name,repo_id
ZDI-CAN-5622,0.04761905,https://github.com/dothanthitiendiettiende/PoCs-1,dothanthitiendiettiende/PoCs-1,200756357
ZDI-CAN-5622,0.02777778,https://github.com/LyleMi/dom-vuln-db,LyleMi/dom-vuln-db,150569712
