match,match_weight,repo_full_name,repo_html_url,repo_id
ZDI-11-056,1.1859582542694497e-05,scipag/vulscan,https://github.com/scipag/vulscan,84558222
ZDI-11-056,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
ZDI-11-056,8.664009703690868e-05,sepehrdaddev/packetstorm-exploits,https://github.com/sepehrdaddev/packetstorm-exploits,271076842
ZDI-11-056,0.0002649006622516,hahwul/mad-metasploit,https://github.com/hahwul/mad-metasploit,102696209
