match,match_weight,repo_full_name,repo_html_url,repo_id
MS12-009,4.694835680751174e-05,offensive-security/exploitdb,https://github.com/offensive-security/exploitdb,14902556
MS12-009,8.664009703690868e-05,sepehrdaddev/packetstorm-exploits,https://github.com/sepehrdaddev/packetstorm-exploits,271076842
MS12-009,0.002583979328165375,mikaelkall/HackingAllTheThings,https://github.com/mikaelkall/HackingAllTheThings,150547417
MS12-009,0.0034602076124567,asr511/windows-kernel-exploits,https://github.com/asr511/windows-kernel-exploits,400130573
MS12-009,0.0034602076124567,SecWiki/windows-kernel-exploits,https://github.com/SecWiki/windows-kernel-exploits,89315980
MS12-009,0.0034602076124567,mishmashclone/SecWiki-windows-kernel-exploits,https://github.com/mishmashclone/SecWiki-windows-kernel-exploits,225470403
MS12-009,0.0333333333333333,demilson/WindowsExploit,https://github.com/demilson/WindowsExploit,381191322
MS12-009,0.08333333333333333,leecybersec/exploitation,https://github.com/leecybersec/exploitation,320358323
MS12-009,0.125,nullprism/htb-boxes,https://github.com/nullprism/htb-boxes,392510036
MS12-009,0.1666666666666666,3hydraking/CVE-2011-1249,https://github.com/3hydraking/CVE-2011-1249,384774726
