repo_id,repo_full_name,file,file_sha1,match
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2016-4477
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2014-3686
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-1863
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-5316
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-4141
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-5315
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-4142
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-4143
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2016-4476
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-4144
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-5310
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-4145
119447167,vanhoefm/krackattacks-poc-zerokey,wpa_supplicant/ChangeLog,000022ac758abbcdc446d1bfaf1eb6adcf7cb64c,CVE-2015-4146
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2016-4476
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2015-5314
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2012-4445
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2015-4143
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2015-4142
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2015-4141
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2014-3686
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2015-4145
119447167,vanhoefm/krackattacks-poc-zerokey,hostapd/ChangeLog,a52f2d6494a682f0171b89ea77ee139596ab3a57,CVE-2015-4144
